spider,date_collected,time_collected,treatment1,treatment2,tub,container,date_added,temperature_F,sky,location,noise_location,last_fed,mass_g,mass_mg,sex,adult,molt1,molt2,molt3,molt4,lastmolt,released,died_yn,died,eggs_yn,eggs,eggs_2,longitude,latitude,visible,mapped,web_photo,spider_photo,vibr_sec,web_height_cm,sub_height_cm,place,collection_mass_mg,substrate,Notes,line_date1,silk_date1,line_mass1,silkline_mass1,silk_mass1,tb1date,tb_1,tb2date,tb_2,tb3date,tb_3,tb4date,tb_4,tb5date,tb_5,tb6date,tb_6,tb7date,tb_7,tb8date,tb_8,tb9date,tb_9,tb10date,tb_10,tb11date,tb_11,tb12date,tb_12,prey1date,prey_1,prey2date,prey_2,prey3date,prey_3,prey4date,prey_4,prey5date,prey_5,prey6date,prey_6,prey7date,prey_7,prey8date,prey_8,prey9date,prey_9,prey10date,prey_10,prey11date,prey_11,prey12date,prey_12,line_date_before,silk_date_before,line_mass_before,silkline_mass_before,silk_mass_before,line_date_bs,silk_date_bs,line_mass_bs,silkline_mass_bs,silk_mass_bs,line_date_as,silk_date_as,line_mass_as,silkline_mass_as,silk_mass_as,line_date_original,silk_date_original,line_mass_original,silkline_mass_original,silk_mass_original
AP176,7/15/21,08:52,quiet,quiet,20,8,7/25/21,74,cloudy,campus,city,9/2/21,0.0954,95.4,F,FALSE,8/9/21,9/4/21,,,9/4/21,n,n,,n,,,40.819092,-96.703073,TRUE,TRUE,TRUE,TRUE,1,14,29,outside,26.9,Wintercreeper,,9/5/21,9/8/21,14.56,16.33,1.77,9/5/21,0.31,9/8/21,3.78,9/12/21,1.09,9/15/21,2.03,9/19/21,1.72,9/22/21,1.63,9/26/21,4.06,9/29/21,1,10/4/21,1.59,10/6/21,6.19,10/10/21,1.75,10/13/21,0.68,9/6/21,0.65,9/9/21,30,9/13/21,2.4,9/16/21,1.07,9/20/21,9.25,9/23/21,6.97,9/27/21,0.62,9/30/21,5.1,10/3/21,23.84,10/7/21,4.78,10/11/21,7.03,10/14/21,6.29,9/5/21,9/8/21,14.56,16.33,1.77,9/24/21,9/29/21,15.395,22.104,6.7090,10/15/21,10/20/21,14.753,21.590,6.837,11/11/21,11/15/21,15.409,15.596,0.187
AP177,7/15/21,08:57,silent,silent,21,8,7/25/21,74,cloudy,campus,city,9/2/21,0.0841,84.1,M,TRUE,7/23/21,8/19/21,,,8/19/21,n,n,,n,,,40.819092,-96.703073,TRUE,TRUE,TRUE,TRUE,16,12,25,outside,46.6,Wintercreeper,,9/5/21,9/8/21,15.48,23.12,7.64,9/5/21,0.34,9/8/21,5.25,9/12/21,6.94,9/15/21,0.69,9/19/21,1.06,9/22/21,0.5,9/26/21,0.47,9/29/21,9.06,10/3/21,9.03,10/6/21,26.31,10/10/21,30,10/13/21,30,9/6/21,0.94,9/9/21,1.53,9/13/21,2.41,9/16/21,11.9,9/20/21,28.69,9/23/21,30,9/27/21,0.69,9/30/21,5.69,10/4/21,5.47,10/7/21,2.63,10/11/21,5.62,10/14/21,0.94,9/5/21,9/8/21,15.48,23.12,7.64,9/24/21,9/29/21,15.048,19.901,4.8530,10/15/21,10/20/21,14.641,17.601,2.960,11/11/21,11/15/21,15.072,15.468,0.396
AP178,7/15/21,09:00,silent,silent,24,2,7/25/21,74,cloudy,campus,city,9/2/21,0.1487,148.7,F,FALSE,7/25/21,8/23/21,,,8/23/21,n,n,,n,,,40.81907,-96.703548,TRUE,TRUE,TRUE,TRUE,10,9,27,outside,57.3,Wintercreeper,,9/5/21,9/8/21,15.23,17.18,1.95,9/5/21,2.43,9/8/21,0.78,9/12/21,0.56,9/15/21,1.53,9/19/21,0.5,9/22/21,1.23,9/26/21,0.5,9/29/21,1.53,10/3/21,1.54,10/6/21,0.34,10/10/21,0.57,10/13/21,0.44,9/6/21,8.18,9/9/21,3.47,9/13/21,10.34,9/16/21,6.63,9/20/21,18.88,9/23/21,3.35,9/27/21,0.6,9/30/21,3.84,10/4/21,5.62,10/7/21,0.94,10/11/21,2.84,10/14/21,0.56,9/5/21,9/8/21,15.23,17.18,1.95,9/24/21,9/29/21,15.041,20.032,4.9910,10/15/21,10/20/21,14.983,26.677,11.694,11/11/21,11/15/21,15.290,16.007,0.717
AP179,7/15/21,09:02,loud,loud,25,2,7/25/21,74,cloudy,campus,city,9/2/21,,,,FALSE,,,,,,n,y,8/31/21,n,,,40.81907,-96.703548,TRUE,TRUE,TRUE,TRUE,2,12,33,outside,22.9,Wintercreeper,,9/5/21,9/8/21,15.24,18.68,3.44,9/5/21,,9/8/21,,9/12/21,,9/15/21,,9/19/21,,9/22/21,,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/6/21,,9/9/21,,9/13/21,,9/16/21,,9/20/21,,9/23/21,,9/27/21,,9/30/21,,10/4/21,,10/7/21,,10/11/21,,10/14/21,,9/5/21,9/8/21,15.24,18.68,3.44,9/24/21,,15.059,,-15.0590,,,,,0.000,11/11/21,11/15/21,15.270,15.852,0.582
AP180,7/15/21,09:06,silent,silent,2,2,7/25/21,74,cloudy,campus,city,9/2/21,0.1087,108.7,F,FALSE,8/12/21,9/4/21,,,9/4/21,n,n,,n,,,40.81907,-96.703548,TRUE,TRUE,TRUE,TRUE,4,6,19,outside,27.1,Wintercreeper,,9/4/21,9/7/21,15.14,19.99,4.85,9/4/21,30,9/7/21,15.75,9/11/21,1.81,9/14/21,1.25,9/18/21,5.91,9/21/21,0.59,9/25/21,0.62,9/28/21,3.35,10/2/21,0.65,10/5/21,0.6,10/9/21,0.5,10/12/21,2.16,9/5/21,1.34,9/8/21,13.56,9/12/21,1.66,9/15/21,30,9/19/21,8.85,9/22/21,14.63,9/26/21,5.13,9/29/21,3.16,10/3/21,5.44,10/6/21,4.12,10/10/21,1.28,10/13/21,1.5,9/4/21,9/7/21,15.14,19.99,4.85,9/24/21,9/28/21,14.895,20.403,5.5080,10/15/21,10/19/21,15.051,25.343,10.292,11/11/21,11/15/21,15.262,15.999,0.737
AP181,7/15/21,09:09,loud,loud,4,6,7/25/21,74,cloudy,campus,city,9/2/21,0.0645,64.5,M,TRUE,7/23/21,8/9/21,9/2/21,,9/2/21,n,n,,n,,,40.81907,-96.703548,TRUE,TRUE,TRUE,TRUE,5,2,22,outside,17.1,Wintercreeper,,9/4/21,9/7/21,14.95,17.1,2.15,9/4/21,30,9/7/21,0.47,9/11/21,30,9/14/21,30,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.85,9/8/21,0.68,9/12/21,2.47,9/15/21,1.28,9/19/21,10.13,9/22/21,30,9/26/21,30,9/29/21,19.63,10/3/21,1.06,10/6/21,30,10/10/21,1.09,10/13/21,30,9/4/21,9/7/21,14.95,17.10,2.15,9/24/21,9/28/21,15.295,17.818,2.5230,10/15/21,10/19/21,14.997,20.571,5.574,11/11/21,11/15/21,15.101,15.207,0.106
AP182,7/15/21,09:13,quiet,quiet,5,3,7/25/21,74,cloudy,campus,city,9/2/21,0.2183,218.3,F,FALSE,8/19/21,,,,8/19/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,16,25,outside,142.1,Wintercreeper,,9/4/21,9/7/21,15.14,26.19,11.05,9/4/21,2.16,9/7/21,0.68,9/11/21,0.69,9/14/21,0.94,9/18/21,1.53,9/21/21,25.72,9/25/21,0.84,9/28/21,30,10/2/21,30,10/5/21,1.07,10/9/21,0.69,10/12/21,2.53,9/5/21,0.84,9/8/21,0.66,9/12/21,2.34,9/15/21,1.19,9/19/21,30,9/22/21,30,9/26/21,6.32,9/29/21,30,10/3/21,29.75,10/6/21,30,10/10/21,1.44,10/13/21,6.97,9/4/21,9/7/21,15.14,26.19,11.05,9/24/21,9/28/21,15.274,19.362,4.0880,10/15/21,10/19/21,15.178,17.394,2.216,11/11/21,11/15/21,15.270,17.401,2.131
AP183,7/15/21,09:16,silent,silent,8,4,7/25/21,74,cloudy,campus,city,9/2/21,0.0756,75.6,M,TRUE,8/9/21,9/1/21,,,9/1/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,9,18,outside,34.9,Wintercreeper,,9/4/21,9/7/21,15.15,22.29,7.14,9/4/21,2.6,9/7/21,0.38,9/11/21,16.32,9/14/21,2,9/18/21,1.19,9/21/21,5.56,9/25/21,0.93,9/28/21,7.03,10/2/21,30,10/5/21,16.5,10/9/21,30,10/12/21,30,9/5/21,25.22,9/8/21,0.63,9/12/21,24.03,9/15/21,30,9/19/21,7.15,9/22/21,12.25,9/26/21,30,9/29/21,30,10/3/21,14.16,10/6/21,0.59,10/10/21,0.88,10/13/21,1.53,9/4/21,9/7/21,15.15,22.29,7.14,9/24/21,9/28/21,15.164,19.551,4.3870,10/15/21,10/19/21,14.803,20.017,5.214,11/11/21,11/15/21,15.024,16.537,1.513
AP184,7/15/21,09:19,silent,silent,10,2,7/25/21,74,cloudy,campus,city,9/2/21,0.0758,75.8,F,FALSE,8/15/21,,,,8/15/21,n,n,,y,10/13/21,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,16,21,outside,28.8,Wintercreeper,,9/4/21,9/7/21,15.1,19.68,4.58,9/4/21,1.16,9/7/21,0.38,9/11/21,7.66,9/14/21,2.73,9/18/21,4.13,9/21/21,0.66,9/25/21,1.65,9/28/21,0.81,10/2/21,1.25,10/5/21,4.22,10/9/21,9.57,10/12/21,2.6,9/5/21,1.84,9/8/21,18.41,9/12/21,29.41,9/15/21,1.72,9/19/21,15.71,9/22/21,6.13,9/26/21,0.81,9/29/21,1.78,10/3/21,8.34,10/6/21,0.75,10/10/21,11.91,10/13/21,12.18,9/4/21,9/7/21,15.10,19.68,4.58,9/24/21,9/28/21,15.308,23.273,7.9650,10/15/21,10/19/21,15.247,21.273,6.026,11/11/21,11/15/21,15.180,15.702,0.522
AP185,7/15/21,09:22,loud,quiet,11,1,7/25/21,74,cloudy,campus,city,9/2/21,0.1082,108.2,F,FALSE,8/9/21,9/7/21,,,9/7/21,y,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,9,10,22,outside,37.5,Wintercreeper,,9/4/21,9/7/21,14.85,17.96,3.11,9/4/21,7.97,9/7/21,0.47,9/11/21,2.1,9/14/21,0.59,9/18/21,0.6,9/21/21,0.41,9/25/21,0.91,9/28/21,0.41,10/2/21,0.72,10/5/21,0.96,10/9/21,7.31,10/12/21,0.35,9/5/21,13.53,9/8/21,0.62,9/12/21,0.63,9/15/21,1,9/19/21,0.63,9/22/21,1.62,9/26/21,1.5,9/29/21,0.53,10/3/21,0.78,10/6/21,0.91,10/10/21,14.53,10/13/21,0.71,9/4/21,9/7/21,14.85,17.96,3.11,9/24/21,9/28/21,15.323,19.549,4.2260,10/15/21,10/19/21,14.991,18.718,3.727,11/11/21,11/15/21,15.284,16.329,1.045
AP186,7/15/21,09:25,quiet,loud,14,4,7/25/21,74,cloudy,campus,city,9/2/21,0.0985,98.5,F,FALSE,8/9/21,9/4/21,,,9/4/21,y,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,2,8,20,outside,24.5,Wintercreeper,,9/4/21,9/7/21,14.81,19.19,4.38,9/4/21,30,9/7/21,0.38,9/11/21,0.31,9/14/21,0.84,9/18/21,0.57,9/21/21,0.75,9/25/21,7.6,9/28/21,0.32,10/2/21,0.53,10/5/21,0.53,10/9/21,0.41,10/12/21,0.87,9/5/21,30,9/8/21,0.6,9/12/21,0.62,9/15/21,14.19,9/19/21,1,9/22/21,0.72,9/26/21,0.62,9/29/21,4,10/3/21,1.06,10/6/21,0.75,10/10/21,1.22,10/13/21,0.65,9/4/21,9/7/21,14.81,19.19,4.38,9/24/21,9/28/21,14.972,21.993,7.0210,10/15/21,10/19/21,14.771,26.609,11.838,11/11/21,11/15/21,15.278,15.814,0.536
AP187,7/15/21,09:28,silent,silent,16,4,7/25/21,74,cloudy,campus,city,9/2/21,0.067,67,M,TRUE,7/23/21,8/12/21,9/5/21,,9/5/21,n,n,,n,,,40.819018,-96.703254,TRUE,TRUE,TRUE,TRUE,3,8,14,outside,18.7,Wintercreeper,,9/5/21,9/8/21,14.39,19.03,4.64,9/5/21,0.28,9/8/21,0.25,9/12/21,0.63,9/15/21,1.4,9/19/21,0.68,9/22/21,0.63,9/26/21,30,9/29/21,18.46,10/4/21,30,10/6/21,30,10/10/21,30,10/13/21,30,9/6/21,0.63,9/9/21,1.6,9/13/21,1,9/16/21,0.81,9/20/21,4.47,9/23/21,23.25,9/27/21,30,9/30/21,16.09,10/3/21,30,10/7/21,30,10/11/21,30,10/14/21,30,9/5/21,9/8/21,14.39,19.03,4.64,9/24/21,9/29/21,14.738,17.786,3.0480,10/15/21,10/20/21,15.087,21.809,6.722,11/11/21,11/15/21,15.382,15.873,0.491
AP188,7/16/21,08:17,quiet,loud,9,6,7/25/21,70,foggy,gracies,rural,9/2/21,0.0707,70.7,F,FALSE,8/12/21,9/2/21,,,9/2/21,y,n,,y,10/16/21,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,no reaction,5,18,outside,26.5,Grass,,9/4/21,9/7/21,14.87,17.92,3.05,9/4/21,4.16,9/7/21,0.4,9/11/21,1.72,9/14/21,0.66,9/18/21,0.81,9/21/21,0.5,9/25/21,0.69,9/28/21,1.59,10/2/21,0.34,10/5/21,20.28,10/9/21,0.38,10/12/21,0.41,9/5/21,0.81,9/8/21,17.35,9/12/21,4.66,9/15/21,1.66,9/19/21,14.03,9/22/21,1.5,9/26/21,9.59,9/29/21,0.75,10/3/21,1.4,10/6/21,2.46,10/10/21,1.53,10/13/21,7.15,9/4/21,9/7/21,14.87,17.92,3.05,9/24/21,9/28/21,14.039,18.592,4.5530,10/15/21,10/19/21,15.102,19.660,4.558,11/11/21,11/15/21,15.244,15.936,0.692
AP189,7/16/21,08:21,loud,loud,11,8,7/25/21,70,foggy,gracies,rural,9/2/21,0.0483,48.3,M,TRUE,8/6/21,8/31/21,,,8/31/21,n,y,10/18/21,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,no reaction,3,21,outside,17,Grass,,9/4/21,9/7/21,15.1,20.56,5.46,9/4/21,0.41,9/7/21,30,9/11/21,0.53,9/14/21,3,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,11.12,9/8/21,0.66,9/12/21,0.97,9/15/21,0.84,9/19/21,4.75,9/22/21,1.03,9/26/21,30,9/29/21,2.53,10/3/21,1.09,10/6/21,30,10/10/21,30,10/13/21,4.5,9/4/21,9/7/21,15.10,20.56,5.46,9/24/21,9/28/21,14.953,20.341,5.3880,10/15/21,10/19/21,14.997,19.451,4.454,11/11/21,11/15/21,15.211,17.439,2.228
AP190,7/16/21,08:23,quiet,quiet,13,4,7/25/21,70,foggy,gracies,rural,9/2/21,0.0681,68.1,M,TRUE,8/9/21,9/2/21,,,9/2/21,n,y,10/18/21,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,6,5,14,outside,25.2,Grass,,9/4/21,9/7/21,15.25,20.91,5.66,9/4/21,30,9/7/21,0.69,9/11/21,0.53,9/14/21,4.4,9/18/21,0.5,9/21/21,30,9/25/21,19.03,9/28/21,1.97,10/2/21,0.72,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,0.69,9/8/21,0.69,9/12/21,1.09,9/15/21,0.72,9/19/21,13.07,9/22/21,0.84,9/26/21,30,9/29/21,30,10/3/21,30,10/6/21,30,10/10/21,11.53,10/13/21,30,9/4/21,9/7/21,15.25,20.91,5.66,9/24/21,9/28/21,14.982,16.563,1.5810,10/15/21,10/19/21,14.778,16.779,2.001,11/11/21,11/15/21,14.996,15.959,0.963
AP191,7/16/21,08:28,silent,silent,16,5,7/25/21,70,foggy,gracies,rural,9/2/21,0.0782,78.2,M,TRUE,8/12/21,9/5/21,,,9/5/21,n,n,,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,3,3,16,outside,34,Grass,,9/5/21,9/8/21,15.01,20.19,5.18,9/5/21,1.09,9/8/21,0.5,9/12/21,2.34,9/15/21,1.35,9/19/21,0.62,9/22/21,2.4,9/26/21,0.56,9/29/21,1.47,10/4/21,14.54,10/6/21,30,10/10/21,1.85,10/13/21,30,9/6/21,0.6,9/9/21,0.66,9/13/21,2.13,9/16/21,0.68,9/20/21,6.78,9/23/21,7.22,9/27/21,30,9/30/21,8.03,10/3/21,12.22,10/7/21,30,10/11/21,30,10/14/21,26.25,9/5/21,9/8/21,15.01,20.19,5.18,9/24/21,9/29/21,14.825,18.210,3.3850,10/15/21,10/20/21,15.321,19.214,3.893,11/11/21,11/15/21,15.287,15.831,0.544
AP192,7/16/21,08:32,silent,silent,17,3,7/25/21,70,foggy,gracies,rural,9/2/21,0.0881,88.1,F,FALSE,8/9/21,8/31/21,,,8/31/21,n,n,,y,10/14/21,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,21,8,25,outside,34.6,Grass,,9/5/21,9/8/21,15.39,21.66,6.27,9/5/21,0.88,9/8/21,0.41,9/12/21,0.65,9/15/21,0.54,9/19/21,5.84,9/22/21,0.63,9/26/21,1.09,9/29/21,0.53,10/4/21,0.5,10/6/21,0.91,10/10/21,3.43,10/13/21,3.5,9/6/21,0.97,9/9/21,0.91,9/13/21,0.84,9/16/21,30,9/20/21,0.75,9/23/21,11.69,9/27/21,0.63,9/30/21,0.88,10/3/21,6.19,10/7/21,0.66,10/11/21,3.72,10/14/21,30,9/5/21,9/8/21,15.39,21.66,6.27,9/24/21,9/29/21,15.388,19.383,3.9950,10/15/21,10/20/21,14.297,19.472,5.175,11/11/21,11/15/21,15.398,15.790,0.392
AP193,7/16/21,08:39,loud,loud,20,6,7/25/21,70,foggy,gracies,rural,9/2/21,0.0727,72.7,F,FALSE,7/23/21,8/23/21,,,8/23/21,n,n,,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,14,9,54,outside,18.5,Grass,,9/5/21,9/8/21,14.38,17.85,3.47,9/5/21,1,9/8/21,0.78,9/12/21,1.18,9/15/21,0.65,9/19/21,1.47,9/22/21,0.5,9/26/21,0.32,9/29/21,0.5,10/4/21,0.72,10/6/21,0.53,10/10/21,1.59,10/13/21,19.97,9/6/21,30,9/9/21,0.69,9/13/21,5.66,9/16/21,0.72,9/20/21,1.63,9/23/21,1.16,9/27/21,4.13,9/30/21,1.06,10/3/21,0.66,10/7/21,1.18,10/11/21,1.88,10/14/21,5.9,9/5/21,9/8/21,14.38,17.85,3.47,9/24/21,9/29/21,14.705,17.311,2.6060,10/15/21,10/20/21,15.080,18.473,3.393,11/11/21,11/15/21,15.252,15.479,0.227
AP194,7/16/21,08:42,silent,silent,22,8,7/25/21,70,foggy,gracies,rural,9/2/21,0.0521,52.1,M,TRUE,8/12/21,9/2/21,,,9/2/21,n,n,,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,9,9,29,outside,25.6,Grass,,9/5/21,9/8/21,14.99,19.79,4.8,9/5/21,0.6,9/8/21,0.44,9/12/21,3.6,9/15/21,2,9/19/21,1.56,9/22/21,30,9/26/21,9.59,9/29/21,30,10/3/21,30,10/6/21,10.88,10/10/21,30,10/13/21,13.97,9/6/21,30,9/9/21,2.31,9/13/21,4.04,9/16/21,30,9/20/21,24.79,9/23/21,8.84,9/27/21,1.41,9/30/21,5.72,10/4/21,5.57,10/7/21,9.62,10/11/21,1,10/14/21,30,9/5/21,9/8/21,14.99,19.79,4.80,9/24/21,9/29/21,15.005,19.801,4.7960,10/15/21,10/20/21,15.004,19.685,4.681,11/11/21,11/15/21,15.395,15.856,0.461
AP195,7/16/21,08:47,loud,loud,23,1,7/25/21,70,foggy,gracies,rural,9/2/21,0.1051,105.1,F,FALSE,8/9/21,8/31/21,,,8/31/21,n,n,,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,6,4,19,outside,30.9,Grass,,9/5/21,9/8/21,14.61,16.42,1.81,9/5/21,0.53,9/8/21,0.22,9/12/21,0.47,9/15/21,0.38,9/19/21,0.43,9/22/21,0.35,9/26/21,0.44,9/29/21,0.69,10/3/21,0.81,10/6/21,0.41,10/10/21,7.56,10/13/21,2.34,9/6/21,0.66,9/9/21,1.28,9/13/21,0.66,9/16/21,6.5,9/20/21,5.56,9/23/21,0.59,9/27/21,0.94,9/30/21,0.69,10/4/21,0.65,10/7/21,0.69,10/11/21,11.28,10/14/21,0.72,9/5/21,9/8/21,14.61,16.42,1.81,9/24/21,9/29/21,14.917,18.538,3.6210,10/15/21,10/20/21,14.704,19.685,4.981,11/11/21,11/15/21,14.934,15.507,0.573
AP196,7/16/21,08:51,quiet,loud,26,9,7/25/21,70,foggy,gracies,rural,9/2/21,0.1191,119.1,F,FALSE,8/23/21,,,,8/23/21,y,n,,n,,,40.66253,-96.779814,TRUE,TRUE,TRUE,TRUE,16,3,10,outside,48.5,Grass,,9/5/21,9/8/21,14.36,17.46,3.1,9/5/21,5.44,9/8/21,0.34,9/12/21,10.22,9/15/21,0.69,9/19/21,0.59,9/22/21,9.75,9/26/21,0.63,9/29/21,3.78,10/3/21,1.5,10/6/21,0.53,10/10/21,30,10/13/21,8.56,9/6/21,27.78,9/9/21,1.03,9/13/21,0.62,9/16/21,2.03,9/20/21,4.87,9/23/21,7.06,9/27/21,0.71,9/30/21,0.78,10/4/21,0.87,10/7/21,1.28,10/11/21,0.94,10/14/21,12.62,9/5/21,9/8/21,14.36,17.46,3.10,9/24/21,9/29/21,15.066,20.143,5.0770,10/15/21,10/20/21,14.842,19.694,4.852,11/11/21,11/15/21,15.264,15.597,0.333
AP197,7/16/21,08:59,loud,quiet,1,9,7/25/21,71,foggy,gracies,rural,9/2/21,0.1252,125.2,F,FALSE,8/16/21,,,,8/16/21,y,n,,n,,,40.662411,-96.779797,TRUE,TRUE,TRUE,TRUE,18,4,13,outside,66.5,"Grass, bark",,9/4/21,9/7/21,15.24,23.1,7.86,9/4/21,1.03,9/7/21,3.35,9/11/21,0.78,9/14/21,1.34,9/18/21,2.56,9/21/21,2.47,9/25/21,7.16,9/28/21,1.34,10/2/21,8.53,10/5/21,1.5,10/9/21,0.9,10/12/21,0.31,9/5/21,30,9/8/21,0.94,9/12/21,12.66,9/15/21,6.18,9/19/21,18.6,9/22/21,8.21,9/26/21,4.94,9/29/21,10.32,10/3/21,27.09,10/6/21,1.19,10/10/21,1.16,10/13/21,0.84,9/4/21,9/7/21,15.24,23.10,7.86,9/24/21,9/28/21,14.900,20.507,5.6070,10/15/21,10/19/21,15.135,32.648,17.513,11/11/21,11/15/21,15.293,16.835,1.542
AP198,7/16/21,09:03,quiet,quiet,4,2,7/25/21,71,foggy,gracies,rural,9/2/21,0.0689,68.9,M,TRUE,8/9/21,9/1/21,,,9/1/21,n,n,,n,,,40.662411,-96.779797,TRUE,TRUE,TRUE,TRUE,no reaction,5,12,outside,20.9,Grass,,9/4/21,9/7/21,15.42,18.81,3.39,9/4/21,9.38,9/7/21,30,9/11/21,0.63,9/14/21,30,9/18/21,30,9/21/21,30,9/25/21,30,9/28/21,30,10/2/21,30,10/5/21,30,10/9/21,30,10/12/21,30,9/5/21,3.96,9/8/21,0.59,9/12/21,0.94,9/15/21,1.03,9/19/21,6,9/22/21,30,9/26/21,30,9/29/21,30,10/3/21,10.65,10/6/21,4.25,10/10/21,9.13,10/13/21,30,9/4/21,9/7/21,15.42,18.81,3.39,9/24/21,9/28/21,14.764,17.520,2.7560,10/15/21,10/19/21,14.696,15.983,1.287,11/11/21,11/15/21,15.015,15.633,0.618
AP199,7/16/21,09:10,loud,loud,5,9,7/25/21,71,foggy,gracies,rural,9/2/21,0.0752,75.2,M,TRUE,8/12/21,9/11/21,,,9/11/21,n,n,,n,,,40.662411,-96.779797,TRUE,TRUE,TRUE,TRUE,1,3,5,outside,48.6,"Dead grass, wood siding",,9/4/21,9/7/21,15.17,19.93,4.76,9/4/21,0.43,9/7/21,0.87,9/11/21,0.41,9/14/21,0.69,9/18/21,2.31,9/21/21,0.5,9/25/21,0.97,9/28/21,0.56,10/2/21,0.66,10/5/21,0.91,10/9/21,2.31,10/12/21,0.66,9/5/21,0.97,9/8/21,0.66,9/12/21,0.79,9/15/21,0.69,9/19/21,30,9/22/21,0.88,9/26/21,12.13,9/29/21,1.28,10/3/21,30,10/6/21,24.66,10/10/21,1.15,10/13/21,0.6,9/4/21,9/7/21,15.17,19.93,4.76,9/24/21,9/28/21,15.446,18.044,2.5980,10/15/21,10/19/21,15.811,16.893,1.082,11/11/21,11/15/21,15.439,16.717,1.278
AP200,7/16/21,09:17,quiet,quiet,8,2,7/25/21,71,foggy,gracies,rural,9/2/21,,,,FALSE,8/15/21,,,,8/15/21,n,y,9/25/21,n,,,40.66225,-96.779726,TRUE,TRUE,TRUE,TRUE,15,3,11,outside,21.3,Grass,,9/4/21,9/7/21,14.96,19.39,4.43,9/4/21,6.56,9/7/21,0.84,9/11/21,3.66,9/14/21,0.41,9/18/21,30,9/21/21,30,9/25/21,,9/28/21,,10/2/21,,10/5/21,,10/9/21,,10/12/21,,9/5/21,2.63,9/8/21,22.06,9/12/21,0.72,9/15/21,1.03,9/19/21,6.66,9/22/21,30,9/26/21,,9/29/21,,10/3/21,,10/6/21,,10/10/21,,10/13/21,,9/4/21,9/7/21,14.96,19.39,4.43,9/24/21,9/28/21,14.970,16.454,1.4840,10/15/21,,15.013,,-15.013,11/11/21,11/15/21,15.013,15.493,0.480
AP201,7/16/21,09:21,loud,loud,10,3,7/25/21,71,foggy,gracies,rural,9/2/21,0.0826,82.6,M,TRUE,8/12/21,9/7/21,,,9/7/21,n,y,10/18/21,n,,,40.66225,-96.779726,TRUE,TRUE,TRUE,TRUE,2,5,18,outside,40.6,Grass,,9/4/21,9/7/21,15.22,21.93,6.71,9/4/21,6.85,9/7/21,0.43,9/11/21,0.37,9/14/21,0.88,9/18/21,0.87,9/21/21,3.13,9/25/21,12.12,9/28/21,30,10/2/21,1.28,10/5/21,1.34,10/9/21,9.28,10/12/21,0.53,9/5/21,30,9/8/21,1.84,9/12/21,0.72,9/15/21,0.65,9/19/21,12.94,9/22/21,1.34,9/26/21,12.56,9/29/21,6.12,10/3/21,12.07,10/6/21,0.91,10/10/21,1.53,10/13/21,30,9/4/21,9/7/21,15.22,21.93,6.71,9/24/21,9/28/21,15.006,19.084,4.0780,10/15/21,10/19/21,15.134,17.851,2.717,11/11/21,11/15/21,15.877,16.419,0.542
AP202,7/16/21,09:25,silent,silent,12,8,7/25/21,71,foggy,gracies,rural,9/2/21,0.078,78,F,FALSE,8/9/21,8/28/21,,,8/28/21,n,n,,y,10/6/21,,40.66225,-96.779726,TRUE,TRUE,TRUE,TRUE,14,4,13,outside,18.7,Grass,,9/4/21,9/7/21,14.98,19.12,4.14,9/4/21,1.1,9/7/21,0.37,9/11/21,0.97,9/14/21,2.4,9/18/21,2.37,9/21/21,0.66,9/25/21,7.53,9/28/21,2.31,10/2/21,11.53,10/5/21,0.4,10/9/21,0.56,10/12/21,1.19,9/5/21,0.93,9/8/21,3.72,9/12/21,7.75,9/15/21,0.69,9/19/21,30,9/22/21,2.13,9/26/21,19.78,9/29/21,1.22,10/3/21,1.81,10/6/21,1,10/10/21,0.66,10/13/21,7.44,9/4/21,9/7/21,14.98,19.12,4.14,9/24/21,9/28/21,15.517,24.645,9.1280,10/15/21,10/19/21,15.410,20.143,4.733,11/11/21,11/15/21,15.481,15.946,0.465
